UTIL.LOG.EVENT|EVENT|DATE|TIME|USER|MSG|ID|CMD|URI|RETCD|SUBR|TTY|USERNO|PATH|WHO|SENTENCE|HOST|IP|PLATFORM|START|STOP|ELAPSED|PROCESS|FILE|THREAD|CREATE.DATE|ID
20210203-205226146-7ef4bbbe5f3b4|EXECUTE|20210203|20:52:26.03195|root|BASIC SIENA.BP SIENA.ECB|20210203-205226146-7ef4bbbe5f3b4|BASIC SIENA.BP SIENA.ECB||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205226146-7ef4bbbe5f3b4
20210203-205226146-8905a7f56dcb4|EXECUTE|20210203|20:52:26.03200|root|FORMAT SIENA.BP SIENA.GILTS.HELPER|20210203-205226146-8905a7f56dcb4|FORMAT SIENA.BP SIENA.GILTS.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205226146-8905a7f56dcb4
20210203-205226146-98382f36319f4|EXECUTE|20210203|20:52:26.03198|root|BASIC SIENA.BP SIENA.RANDOMIZER|20210203-205226146-98382f36319f4|BASIC SIENA.BP SIENA.RANDOMIZER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205226146-98382f36319f4
20210203-205226146-a1af2a76b26e4|EXECUTE|20210203|20:52:26.03210|root|BASIC SIENA.BP SIENA.CACHE_FXOFFER.HELPER|20210203-205226146-a1af2a76b26e4|BASIC SIENA.BP SIENA.CACHE_FXOFFER.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205226146-a1af2a76b26e4
20210203-205226146-b8919bb25d054|EXECUTE|20210203|20:52:26.03208|root|CATALOG SIENA.BP SIENA.DELIVER.ALL|20210203-205226146-b8919bb25d054|CATALOG SIENA.BP SIENA.DELIVER.ALL||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205226146-b8919bb25d054
20210203-205226146-b93166ebf4994|EXECUTE|20210203|20:52:26.03206|root|FORMAT SIENA.BP SIENA.DELIVER.ALL|20210203-205226146-b93166ebf4994|FORMAT SIENA.BP SIENA.DELIVER.ALL||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205226146-b93166ebf4994
20210203-205226146-cb46d28cac3a4|EXECUTE|20210203|20:52:26.03211|root|CATALOG SIENA.BP SIENA.CACHE_FXOFFER.HELPER|20210203-205226146-cb46d28cac3a4|CATALOG SIENA.BP SIENA.CACHE_FXOFFER.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205226146-cb46d28cac3a4
20210203-205227147-07a3b2a982444|EXECUTE|20210203|20:52:27.03219|root|BASIC SIENA.BP SIENA.XML.FIELD|20210203-205227147-07a3b2a982444|BASIC SIENA.BP SIENA.XML.FIELD||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-07a3b2a982444
20210203-205227147-09ea0931b1d14|EXECUTE|20210203|20:52:27.03220|root|CATALOG SIENA.BP SIENA.XML.FIELD|20210203-205227147-09ea0931b1d14|CATALOG SIENA.BP SIENA.XML.FIELD||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-09ea0931b1d14
20210203-205227147-2041cadf1d054|EXECUTE|20210203|20:52:27.03228|root|BASIC SIENA.BP SIENA.FXSP|20210203-205227147-2041cadf1d054|BASIC SIENA.BP SIENA.FXSP||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-2041cadf1d054
20210203-205227147-2efa4da50ee24|EXECUTE|20210203|20:52:27.03230|root|FORMAT SIENA.BP SIENA.BC.FXSPOT|20210203-205227147-2efa4da50ee24|FORMAT SIENA.BP SIENA.BC.FXSPOT||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-2efa4da50ee24
20210203-205227147-30303287e0fc4|EXECUTE|20210203|20:52:27.03226|root|CATALOG SIENA.BP SIENA.TONAR|20210203-205227147-30303287e0fc4|CATALOG SIENA.BP SIENA.TONAR||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-30303287e0fc4
20210203-205227147-39ea7c8138b54|EXECUTE|20210203|20:52:27.03216|root|BASIC SIENA.BP SIENA.FUNDS.CHECK.ACK|20210203-205227147-39ea7c8138b54|BASIC SIENA.BP SIENA.FUNDS.CHECK.ACK||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-39ea7c8138b54
20210203-205227147-458831b2ad3c4|EXECUTE|20210203|20:52:27.03225|root|BASIC SIENA.BP SIENA.TONAR|20210203-205227147-458831b2ad3c4|BASIC SIENA.BP SIENA.TONAR||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-458831b2ad3c4
20210203-205227147-579d129e958c4|EXECUTE|20210203|20:52:27.03223|root|CATALOG SIENA.BP SIENA.FXREFRESH|20210203-205227147-579d129e958c4|CATALOG SIENA.BP SIENA.FXREFRESH||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-579d129e958c4
20210203-205227147-5c8533313fb04|EXECUTE|20210203|20:52:27.03212|root|FORMAT SIENA.BP SIENA.DELIVER|20210203-205227147-5c8533313fb04|FORMAT SIENA.BP SIENA.DELIVER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-5c8533313fb04
20210203-205227147-66e3ba4e0da74|EXECUTE|20210203|20:52:27.03213|root|BASIC SIENA.BP SIENA.DELIVER|20210203-205227147-66e3ba4e0da74|BASIC SIENA.BP SIENA.DELIVER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-66e3ba4e0da74
20210203-205227147-705511d7c88f4|EXECUTE|20210203|20:52:27.03224|root|FORMAT SIENA.BP SIENA.TONAR|20210203-205227147-705511d7c88f4|FORMAT SIENA.BP SIENA.TONAR||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-705511d7c88f4
20210203-205227147-7f9a7569203c4|EXECUTE|20210203|20:52:27.03227|root|FORMAT SIENA.BP SIENA.FXSP|20210203-205227147-7f9a7569203c4|FORMAT SIENA.BP SIENA.FXSP||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-7f9a7569203c4
20210203-205227147-824fc21bb1c94|EXECUTE|20210203|20:52:27.03215|root|FORMAT SIENA.BP SIENA.FUNDS.CHECK.ACK|20210203-205227147-824fc21bb1c94|FORMAT SIENA.BP SIENA.FUNDS.CHECK.ACK||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-824fc21bb1c94
20210203-205227147-9a26cf78d1024|EXECUTE|20210203|20:52:27.03218|root|FORMAT SIENA.BP SIENA.XML.FIELD|20210203-205227147-9a26cf78d1024|FORMAT SIENA.BP SIENA.XML.FIELD||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-9a26cf78d1024
20210203-205227147-9ec5269ba85b4|EXECUTE|20210203|20:52:27.03214|root|CATALOG SIENA.BP SIENA.DELIVER|20210203-205227147-9ec5269ba85b4|CATALOG SIENA.BP SIENA.DELIVER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-9ec5269ba85b4
20210203-205227147-b1d84efd01254|EXECUTE|20210203|20:52:27.03217|root|CATALOG SIENA.BP SIENA.FUNDS.CHECK.ACK|20210203-205227147-b1d84efd01254|CATALOG SIENA.BP SIENA.FUNDS.CHECK.ACK||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-b1d84efd01254
20210203-205227147-e06a31de6d464|EXECUTE|20210203|20:52:27.03222|root|BASIC SIENA.BP SIENA.FXREFRESH|20210203-205227147-e06a31de6d464|BASIC SIENA.BP SIENA.FXREFRESH||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-e06a31de6d464
20210203-205227147-e22ef99a99b34|EXECUTE|20210203|20:52:27.03229|root|CATALOG SIENA.BP SIENA.FXSP|20210203-205227147-e22ef99a99b34|CATALOG SIENA.BP SIENA.FXSP||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-e22ef99a99b34
20210203-205227147-fb9cc20e99274|EXECUTE|20210203|20:52:27.03221|root|FORMAT SIENA.BP SIENA.FXREFRESH|20210203-205227147-fb9cc20e99274|FORMAT SIENA.BP SIENA.FXREFRESH||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205227147-fb9cc20e99274
20210203-205228148-16d40241072d4|EXECUTE|20210203|20:52:28.03243|root|BASIC SIENA.BP SIENA.CACHE_VALUE.HELPER|20210203-205228148-16d40241072d4|BASIC SIENA.BP SIENA.CACHE_VALUE.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-16d40241072d4
20210203-205228148-196cea1cfbdf4|EXECUTE|20210203|20:52:28.03237|root|BASIC SIENA.BP SIENA.CACHE.UPDATE|20210203-205228148-196cea1cfbdf4|BASIC SIENA.BP SIENA.CACHE.UPDATE||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-196cea1cfbdf4
20210203-205228148-19c14674fe104|EXECUTE|20210203|20:52:28.03233|root|FORMAT SIENA.BP SIENA.CACHE_CURRENCYPAIR.HELPER|20210203-205228148-19c14674fe104|FORMAT SIENA.BP SIENA.CACHE_CURRENCYPAIR.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-19c14674fe104
20210203-205228148-52979bef6a154|EXECUTE|20210203|20:52:28.03240|root|BASIC SIENA.BP SIENA.XML.FOOTER|20210203-205228148-52979bef6a154|BASIC SIENA.BP SIENA.XML.FOOTER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-52979bef6a154
20210203-205228148-55bbe4c203d74|EXECUTE|20210203|20:52:28.03235|root|CATALOG SIENA.BP SIENA.CACHE_CURRENCYPAIR.HELPER|20210203-205228148-55bbe4c203d74|CATALOG SIENA.BP SIENA.CACHE_CURRENCYPAIR.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-55bbe4c203d74
20210203-205228148-6518fbe3bff74|EXECUTE|20210203|20:52:28.03239|root|FORMAT SIENA.BP SIENA.XML.FOOTER|20210203-205228148-6518fbe3bff74|FORMAT SIENA.BP SIENA.XML.FOOTER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-6518fbe3bff74
20210203-205228148-7385cdc4a8764|EXECUTE|20210203|20:52:28.03241|root|CATALOG SIENA.BP SIENA.XML.FOOTER|20210203-205228148-7385cdc4a8764|CATALOG SIENA.BP SIENA.XML.FOOTER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-7385cdc4a8764
20210203-205228148-8021c1aae03a4|EXECUTE|20210203|20:52:28.03236|root|FORMAT SIENA.BP SIENA.CACHE.UPDATE|20210203-205228148-8021c1aae03a4|FORMAT SIENA.BP SIENA.CACHE.UPDATE||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-8021c1aae03a4
20210203-205228148-af7e44dea42f4|EXECUTE|20210203|20:52:28.03238|root|CATALOG SIENA.BP SIENA.CACHE.UPDATE|20210203-205228148-af7e44dea42f4|CATALOG SIENA.BP SIENA.CACHE.UPDATE||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-af7e44dea42f4
20210203-205228148-cc8cec0713ae4|EXECUTE|20210203|20:52:28.03232|root|CATALOG SIENA.BP SIENA.BC.FXSPOT|20210203-205228148-cc8cec0713ae4|CATALOG SIENA.BP SIENA.BC.FXSPOT||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-cc8cec0713ae4
20210203-205228148-e31b4fa1494d4|EXECUTE|20210203|20:52:28.03234|root|BASIC SIENA.BP SIENA.CACHE_CURRENCYPAIR.HELPER|20210203-205228148-e31b4fa1494d4|BASIC SIENA.BP SIENA.CACHE_CURRENCYPAIR.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-e31b4fa1494d4
20210203-205228148-fb01402300bf4|EXECUTE|20210203|20:52:28.03242|root|FORMAT SIENA.BP SIENA.CACHE_VALUE.HELPER|20210203-205228148-fb01402300bf4|FORMAT SIENA.BP SIENA.CACHE_VALUE.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-fb01402300bf4
20210203-205228148-fc7a150025f84|EXECUTE|20210203|20:52:28.03231|root|BASIC SIENA.BP SIENA.BC.FXSPOT|20210203-205228148-fc7a150025f84|BASIC SIENA.BP SIENA.BC.FXSPOT||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205228148-fc7a150025f84
20210203-205229149-1a1d39380c7c4|EXECUTE|20210203|20:52:29.03248|root|FORMAT SIENA.BP SIENA.CACHE_USER.HELPER|20210203-205229149-1a1d39380c7c4|FORMAT SIENA.BP SIENA.CACHE_USER.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-1a1d39380c7c4
20210203-205229149-1cfb58821f424|EXECUTE|20210203|20:52:29.03258|root|BASIC SIENA.BP SIENA.BOESONIA.HELPER|20210203-205229149-1cfb58821f424|BASIC SIENA.BP SIENA.BOESONIA.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-1cfb58821f424
20210203-205229149-3abb1affcf684|EXECUTE|20210203|20:52:29.03252|root|BASIC SIENA.BP SIENA.SOFR.HELPER|20210203-205229149-3abb1affcf684|BASIC SIENA.BP SIENA.SOFR.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-3abb1affcf684
20210203-205229149-3aea791d94a34|EXECUTE|20210203|20:52:29.03255|root|BASIC SIENA.BP SIENA.RANDOMIZER.HELPER|20210203-205229149-3aea791d94a34|BASIC SIENA.BP SIENA.RANDOMIZER.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-3aea791d94a34
20210203-205229149-401ff0ad7e804|EXECUTE|20210203|20:52:29.03251|root|FORMAT SIENA.BP SIENA.SOFR.HELPER|20210203-205229149-401ff0ad7e804|FORMAT SIENA.BP SIENA.SOFR.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-401ff0ad7e804
20210203-205229149-54d1cb1547574|EXECUTE|20210203|20:52:29.03253|root|CATALOG SIENA.BP SIENA.SOFR.HELPER|20210203-205229149-54d1cb1547574|CATALOG SIENA.BP SIENA.SOFR.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-54d1cb1547574
20210203-205229149-5c0a78dfe31d4|EXECUTE|20210203|20:52:29.03256|root|CATALOG SIENA.BP SIENA.RANDOMIZER.HELPER|20210203-205229149-5c0a78dfe31d4|CATALOG SIENA.BP SIENA.RANDOMIZER.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-5c0a78dfe31d4
20210203-205229149-647ca4441c1a4|EXECUTE|20210203|20:52:29.03247|root|CATALOG SIENA.BP SIENA.TBILLS|20210203-205229149-647ca4441c1a4|CATALOG SIENA.BP SIENA.TBILLS||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-647ca4441c1a4
20210203-205229149-8cd2e7aea78a4|EXECUTE|20210203|20:52:29.03257|root|FORMAT SIENA.BP SIENA.BOESONIA.HELPER|20210203-205229149-8cd2e7aea78a4|FORMAT SIENA.BP SIENA.BOESONIA.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-8cd2e7aea78a4
20210203-205229149-b247e7b45cb64|EXECUTE|20210203|20:52:29.03254|root|FORMAT SIENA.BP SIENA.RANDOMIZER.HELPER|20210203-205229149-b247e7b45cb64|FORMAT SIENA.BP SIENA.RANDOMIZER.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-b247e7b45cb64
20210203-205229149-c7fa32d6dbbe4|EXECUTE|20210203|20:52:29.03249|root|BASIC SIENA.BP SIENA.CACHE_USER.HELPER|20210203-205229149-c7fa32d6dbbe4|BASIC SIENA.BP SIENA.CACHE_USER.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-c7fa32d6dbbe4
20210203-205229149-d024504f2d5b4|EXECUTE|20210203|20:52:29.03250|root|CATALOG SIENA.BP SIENA.CACHE_USER.HELPER|20210203-205229149-d024504f2d5b4|CATALOG SIENA.BP SIENA.CACHE_USER.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-d024504f2d5b4
20210203-205229149-d89fed0f99a24|EXECUTE|20210203|20:52:29.03245|root|FORMAT SIENA.BP SIENA.TBILLS|20210203-205229149-d89fed0f99a24|FORMAT SIENA.BP SIENA.TBILLS||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-d89fed0f99a24
20210203-205229149-f56d52b2ba334|EXECUTE|20210203|20:52:29.03244|root|CATALOG SIENA.BP SIENA.CACHE_VALUE.HELPER|20210203-205229149-f56d52b2ba334|CATALOG SIENA.BP SIENA.CACHE_VALUE.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-f56d52b2ba334
20210203-205229149-fb9572cce6784|EXECUTE|20210203|20:52:29.03246|root|BASIC SIENA.BP SIENA.TBILLS|20210203-205229149-fb9572cce6784|BASIC SIENA.BP SIENA.TBILLS||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205229149-fb9572cce6784
20210203-205230150-13695946d04b4|EXECUTE|20210203|20:52:30.03270|root|BASIC SIENA.BP SIENA.CACHE_FXMID.HELPER|20210203-205230150-13695946d04b4|BASIC SIENA.BP SIENA.CACHE_FXMID.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205230150-13695946d04b4
20210203-205230150-1abe543c61134|EXECUTE|20210203|20:52:30.03264|root|BASIC SIENA.BP SIENA.TBILLS.HELPER|20210203-205230150-1abe543c61134|BASIC SIENA.BP SIENA.TBILLS.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205230150-1abe543c61134
20210203-205230150-1e8b037df4664|EXECUTE|20210203|20:52:30.03275|root|FORMAT SIENA.BP SIENA.FORWARDS|20210203-205230150-1e8b037df4664|FORMAT SIENA.BP SIENA.FORWARDS||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205230150-1e8b037df4664
20210203-205230150-20a1d819a3db4|EXECUTE|20210203|20:52:30.03276|root|BASIC SIENA.BP SIENA.FORWARDS|20210203-205230150-20a1d819a3db4|BASIC SIENA.BP SIENA.FORWARDS||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205230150-20a1d819a3db4
20210203-205230150-20aade418b294|EXECUTE|20210203|20:52:30.03263|root|FORMAT SIENA.BP SIENA.TBILLS.HELPER|20210203-205230150-20aade418b294|FORMAT SIENA.BP SIENA.TBILLS.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205230150-20aade418b294
20210203-205230150-2850480e4d6d4|EXECUTE|20210203|20:52:30.03272|root|FORMAT SIENA.BP SIENA.MSSQL.INSTALL.HELPER|20210203-205230150-2850480e4d6d4|FORMAT SIENA.BP SIENA.MSSQL.INSTALL.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-205230150-2850480e4d6d4
